Track,Artist,Album Name,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,Explicit Track,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Black Summer,Red Hot Chili Peppers,Black Summer,2/4/2022,USWB12105880,"3,606",22.6,128264127.0,57.0,57252735.0,20590526.0,0,3a94TbZOxhkI9xuNwYL53b,Red Hot Chili Peppers,Black Summer,Black Summer,72,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,funk
Sofia,Alvaro Soler,Sofia,4/15/2016,DEUM71601055,"3,612",22.6,353525330.0,65.0,1004545222.0,151019644.0,0,1byfhRPkrLvnQ4ib1SWNxQ,Alvaro Soler,Tutti in piscina Canzoni per bambini,Sofia,1,209733,False,0.689,0.711,2,-6.077,1,0.0316,0.0732,0.0,0.13,0.914,128.005,4,latin
Sofia,Alvaro Soler,Sofia,4/15/2016,DEUM71601055,"3,612",22.6,353525330.0,65.0,1004545222.0,151019644.0,0,06PgRVfwW5qkMRHXiRt2mQ,Alvaro Soler,10's Music Grandi Successi,Sofia,2,209733,False,0.689,0.711,2,-6.077,1,0.0316,0.0732,0.0,0.13,0.914,128.005,4,latin
Those Eyes,New West,Those Eyes,5/10/2019,TCAEE1990215,"3,613",22.6,785139012.0,73.0,147215663.0,594352793.0,0,2GThBgzZoZfz0lx1JjBwfe,New West,Those Eyes,Those Eyes,82,220750,False,0.597,0.351,4,-8.043,1,0.0281,0.727,3.86e-05,0.319,0.243,119.948,3,indie
Girl On Fire,Alicia Keys,NRJ Music Awards 2013,1/1/2012,USRC11201015,"3,620",22.6,646295324.0,71.0,719570982.0,1264756176.0,0,4esOae7i4rqTbAu9o5Pxco,Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire,77,224920,False,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,4,soul
Budapest,George Ezra,Did You Hear the Rain?,11/3/2013,GBARL1400477,"3,646",22.5,1142061871.0,79.0,265620751.0,42711557.0,0,2ixsaeFioXJmMgkkbd4uj1,George Ezra,Wanted on Voyage (Expanded Edition),Budapest,79,200733,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4,folk
Alcohol-Free,TWICE,Alcohol-Free,6/9/2021,US5TA2100022,"3,634",22.5,224295163.0,62.0,398036555.0,811061720.0,0,0BTaaKT4RMbs5M73tOHX5Y,TWICE,Taste of Love,Alcohol-Free,72,210573,False,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,4,k-pop
Voices In My Head,Falling In Reverse,Voices In My Head,5/31/2022,USEP42231001,"3,644",22.5,122568479.0,68.0,109752215.0,33939631.0,1,5XUuldRjPXcP5QxyEN4IXT,Falling In Reverse,Voices In My Head,Voices In My Head,73,191414,True,0.546,0.898,2,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,4,metal
Reckless,Madison Beer,Reckless,6/4/2021,USSM12102874,"3,670",22.4,504851489.0,66.0,156937871.0,763454337.0,0,5ajjAnNRh8bxFvaVHzpPjh,Madison Beer,Reckless,Reckless,80,203384,False,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,3,electro
Cuando Nadie Ve,Morat,Cuando Nadie Ve,6/8/2018,ES5701800456,"3,673",22.4,621596476.0,72.0,761391767.0,84607917.0,0,4XlkiyJxHnzmkxLQGtyHFW,Morat,Dulce Balada,Cuando Nadie Ve,0,219184,False,0.804,0.788,1,-4.586,0,0.0598,0.118,0.0,0.215,0.837,96.007,4,latin
Cuando Nadie Ve,Morat,Cuando Nadie Ve,6/8/2018,ES5701800456,"3,673",22.4,621596476.0,72.0,761391767.0,84607917.0,0,0WDqaJ9ODAUrmc8nansILJ,Morat,Hora del taco sin auto,Cuando Nadie Ve,2,219184,False,0.804,0.788,1,-4.586,0,0.0598,0.118,0.0,0.215,0.837,96.007,4,latin
Sakhiyaan,Maninder Buttar,Sakhiyaan,10/21/2018,FR96X1865569,"3,668",22.4,177496669.0,65.0,776438148.0,339486868.0,0,3sqRODOZ1Z6hR4F2tnFAlg,Maninder Buttar,Sakhiyaan,Sakhiyaan,73,179325,False,0.706,0.674,9,-5.932,1,0.044,0.3,0.0,0.202,0.359,83.001,4,hip-hop
IDGAF,Dua Lipa,Dua Lipa (Deluxe),6/2/2017,GBAHT1600301,"3,675",22.4,1583012380.0,71.0,223607979.0,135618240.0,1,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,Dua Lipa (Deluxe),IDGAF,80,217946,True,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,dance
Lush Life,Zara Larsson,Lush Life,6/5/2015,SEWEE1500509,"3,687",22.3,1429205245.0,78.0,156015402.0,323351717.0,0,1rIKgCH4H52lrvDcz50hS8,Zara Larsson,So Good,Lush Life,78,201122,False,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4,dance
Say Something,A Great Big World,Say Something,11/4/2013,USSM11306713,"3,714",22.2,1064534331.0,65.0,113298251.0,339277915.0,0,7xLhousIHDxoGgeJNhO4Ye,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic
Say Something,A Great Big World,Say Something,11/4/2013,USSM11306713,"3,714",22.2,1064534331.0,65.0,113298251.0,339277915.0,0,6kRZfOZSuoi0Htg6gROKDz,A Great Big World,流星花園音樂專輯,Say Something,40,229573,False,0.456,0.101,2,-11.75,1,0.038,0.876,1.74e-06,0.0776,0.155,139.896,3,acoustic
Say Something,A Great Big World,Say Something,11/4/2013,USSM11306713,"3,714",22.2,1064534331.0,65.0,113298251.0,339277915.0,0,2fPb58e6f8KxejYDCaARwS,A Great Big World,Is There Anybody Out There?,Say Something,57,233266,False,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3,acoustic
"Sex, Drugs, Etc.",Beach Weather,Chit Chat,11/4/2016,TCACS1642138,"3,731",22.2,818926915.0,77.0,85879643.0,478999463.0,0,7DbdUf8aHSYoliSjO6LZv6,Beach Weather,Chit Chat,"Sex, Drugs, Etc.",90,196784,False,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,4,rock
Californication,Red Hot Chili Peppers,Californication (Deluxe Version),6/8/1999,USWB19900690,"3,730",22.2,1405353677.0,79.0,1518596886.0,226008149.0,0,2AEdT2ZKd14kzOouzdNOUj,Red Hot Chili Peppers,OK Boomers - Top Tunes,Californication,2,329733,False,0.592,0.765,9,-2.788,0,0.027,0.0021,0.00154,0.127,0.327,96.483,4,alt-rock
Californication,Red Hot Chili Peppers,Californication (Deluxe Version),6/8/1999,USWB19900690,"3,730",22.2,1405353677.0,79.0,1518596886.0,226008149.0,0,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,alt-rock
Zombie,Bad Wolves,Zombie,1/19/2018,USDPK1800004,"3,718",22.2,391235723.0,6.0,133338318.0,193481131.0,0,1vNoA9F5ASnlBISFekDmg3,Bad Wolves,Zombie,Zombie,69,254805,False,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,4,alternative
Zombie,Bad Wolves,Zombie,1/19/2018,USDPK1800004,"3,718",22.2,391235723.0,6.0,133338318.0,193481131.0,0,1eadPrzB2P0ikQcqhKSAtv,Bad Wolves,Disobey,Zombie,66,254805,False,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,4,metal
ONLY,LeeHi,ONLY,8/27/2021,KRC712100039,"3,724",22.2,335212411.0,71.0,154369917.0,1513137827.0,0,6TBJkXHPhu3EsMk1bshwuI,LeeHi,4 ONLY,ONLY,77,240906,False,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,k-pop
Baby Shark,Super Simple Songs,Baby Shark & More Kids Songs,3/24/2017,TCADE1784654,"3,749",22.1,53980875.0,55.0,1065036315.0,386999.0,0,7e6klfDDVfvPDmx6fwXYN0,Super Simple Songs,Baby Shark & More Kids Songs,Baby Shark,61,173627,False,0.747,0.395,7,-11.447,1,0.0453,0.222,0.0,0.047,0.702,148.139,4,children
Blood // Water,grandson,Blood / / Water,10/27/2017,TCADI1720999,"3,745",22.1,658966178.0,68.0,218493561.0,1291420904.0,0,0AUyNF6iFxMNQsNx2nhtrw,grandson,Blood // Water,Blood // Water,75,216720,False,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4,alt-rock
Blood // Water,grandson,Blood / / Water,10/27/2017,TCADI1720999,"3,745",22.1,658966178.0,68.0,218493561.0,1291420904.0,0,5cfct39EqJAkG0cqRaARz1,grandson,Alternative Rock Mixtape,Blood // Water,0,214520,False,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alt-rock
Blood // Water,grandson,Blood / / Water,10/27/2017,TCADI1720999,"3,745",22.1,658966178.0,68.0,218493561.0,1291420904.0,0,04bNiW1CiMHWM0kSDvbLzp,grandson,All Out Alternative,Blood // Water,0,214520,False,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,alt-rock
Blood // Water,grandson,Blood / / Water,10/27/2017,TCADI1720999,"3,745",22.1,658966178.0,68.0,218493561.0,1291420904.0,0,7clyJIrLkEbXUDwj1tC9zz,grandson,a modern tragedy vol. 1,Blood // Water,70,214520,False,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,4,alt-rock
This Town,Niall Horan,This Town,9/29/2016,USUG11601029,"3,743",22.1,957810500.0,74.0,174370096.0,159860013.0,0,0qvzXomUDJVaUboy2wMfiS,Niall Horan,Flicker (Deluxe),This Town,80,232852,False,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,4,dance
Die A Happy Man,Thomas Rhett,Die a Happy Man - Single,1/1/2015,USLXJ1507199,"3,782",22.0,622198235.0,66.0,281739663.0,18928214.0,0,5eUtyONoPyfZYGrFHmZzlc,Thomas Rhett,Mientras hago aromaterapia,Die A Happy Man,1,228320,False,0.59,0.389,2,-9.245,1,0.0387,0.411,1.48e-06,0.117,0.389,166.055,4,country
Die A Happy Man,Thomas Rhett,Die a Happy Man - Single,1/1/2015,USLXJ1507199,"3,782",22.0,622198235.0,66.0,281739663.0,18928214.0,0,6uTb5oNK9RkTjxmh73W7MG,Thomas Rhett,Tangled Up,Die A Happy Man,62,227426,False,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,4,country
Fed Up,Ghostemane,ANTI-ICON,10/21/2020,ZZOPM2003235,"3,785",22.0,219841054.0,64.0,128686770.0,1206875855.0,1,0BV0AYGLVlu2SdjN3J9twp,Ghostemane,ANTI-ICON,Fed Up,76,151625,True,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,4,hip-hop
Panic Room,Au/Ra,Panic Room,2/9/2018,GBARL1702250,"3,821",21.9,256361762.0,63.0,183409458.0,298147047.0,0,7uUahoeqGNRMbpdeiLj1rS,Au/Ra,Panic Room,Panic Room,72,237772,False,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,4,edm
2002,Anne-Marie,NOW That's What I Call Music! 100,7/20/2018,GBAHS1800484,"3,807",21.9,,,1074810575.0,,0,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,Speak Your Mind (Deluxe),2002,82,186986,False,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4,dance
2002,Anne-Marie,NOW That's What I Call Music! 100,7/20/2018,GBAHS1800484,"3,807",21.9,,,1074810575.0,,0,5wOcahI4cXEAgMsNtT5A2G,Anne-Marie,New Pop Icons,2002,0,186986,False,0.697,0.683,1,-2.881,0,0.116,0.0372,0.0,0.137,0.606,96.134,4,dance
Overwhelmed,Royal & the Serpent,Overwhelmed,6/26/2020,USAT22002973,"3,813",21.9,189175699.0,62.0,14575452.0,2001548087.0,0,5jjZikDrEd0by1o7V3fO4y,Royal & the Serpent,Overwhelmed,overwhelmed,70,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative
Overwhelmed,Royal & the Serpent,Overwhelmed,6/26/2020,USAT22002973,"3,813",21.9,189175699.0,62.0,14575452.0,2001548087.0,0,62qUTJAM7dZgOebu2qB7QB,Royal & the Serpent,Indie Chill Out,Overwhelmed,0,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative
Overwhelmed,Royal & the Serpent,Overwhelmed,6/26/2020,USAT22002973,"3,813",21.9,189175699.0,62.0,14575452.0,2001548087.0,0,1RsYoEMHQmRgvhtHx9lV3O,Royal & the Serpent,All Out Alternative,Overwhelmed,0,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative
Overwhelmed,Royal & the Serpent,Overwhelmed,6/26/2020,USAT22002973,"3,813",21.9,189175699.0,62.0,14575452.0,2001548087.0,0,7jrnZxYFBJFHO7hcJBCAIl,Royal & the Serpent,Here to Forever - All New Indie,Overwhelmed,0,159293,False,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,4,alternative
Good as Hell,Lizzo,Good As Hell,3/9/2016,USAT21600354,"3,799",21.9,627625151.0,66.0,275081528.0,1187485509.0,0,6TxaIPtuGZoVnHhCxKX1ij,Lizzo,New Pop Icons,Good as Hell,0,159735,False,0.682,0.919,0,-3.18,0,0.0874,0.256,0.0,0.443,0.535,95.983,4,hip-hop
Kya Baat Ay,Harrdy Sandhu,Kya Baat Ay,9/24/2018,INS171806873,"3,831",21.8,115373265.0,60.0,743095293.0,440380121.0,0,1ZaeaGLhFSckG8sv1y7AWk,Harrdy Sandhu,Kya Baat Ay,Kya Baat Ay,68,179444,False,0.849,0.592,6,-4.309,0,0.102,0.632,2.39e-06,0.108,0.652,89.966,4,pop
Nira Ishq,Guri,Nira Ishq,2/21/2019,FR10S1963992,"3,873",21.7,102266938.0,61.0,531503711.0,544172370.0,0,0Id2IzhR3w50aP2PHfMUE3,Guri,Nira Ishq,Nira Ishq,69,181514,False,0.703,0.609,11,-7.3,0,0.0444,0.111,0.0,0.0515,0.696,89.929,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,About Damn Time,89,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,2W4HNWdpmrg64swTIK6TLI,Lizzo,Back to School!,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,3jaiWabWmZC02jT2HWtmaK,Lizzo,Hits Hits Hits,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,5F4WWQDagclYJPuIP9ovJP,Lizzo,Hit After Hit,About Damn Time,1,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,5jvkznKV5ubsgq0IpiVr94,Lizzo,For the Girls: Summer Hits,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,6irCLylDy2lfsKAKlHAz8F,Lizzo,Feeling Good,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,5Re7Mp8Bh2ldBx61DSxU0M,Lizzo,Pop Brandneu,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,4aesqF6XcdFMXEFr1S6HJE,Lizzo,2Step - Pop R'n'B,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,02hbx1ujULeFGMa2t9ZYEm,Lizzo,US Pop 20s,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,43brQXHf3umpF5I7FZRuig,Lizzo,Today's Party Hits,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,6TNotbswY14X5euD4KojgL,Lizzo,Upbeat Pop,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,6g09Qne3XpX1bYIFHbW4lI,Lizzo,Good Vibes,About Damn Time,1,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,0SiKS7N1vUscdccVcPCIHD,Lizzo,It's You - Fresh Hits,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,2W1zOcEgg4RllJOarL3OKu,Lizzo,Comme un lundi,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,40VbpOuUnibClBnFI4uOWb,Lizzo,Beautiful Trending Hits 2022,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,3GsoBB4uaelq6s6dqqsCY8,Lizzo,I'm Blue - Hits of 2022,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,7u2UKrIjIYCd0EzNfwB8am,Lizzo,Your Perfect Soundtrack,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,41rBqFWkqhp4q36QjFh1gZ,Lizzo,New Pop Classics,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
About Damn Time,Lizzo,Special,7/15/2022,USAT22203704,"3,881",21.7,846772236.0,64.0,,,1,6Pg9qh5K2Gi7zeoSUUy1F5,Lizzo,Daily Pop Mix,About Damn Time,0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
STARGAZING,Travis Scott,ASTROWORLD,8/3/2018,USSM11806658,"3,887",21.7,740409304.0,70.0,211251366.0,50313512.0,1,7wBJfHzpfI3032CSD7CE2m,Travis Scott,ASTROWORLD,STARGAZING,75,270714,True,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4,house
Revenge,XXXTENTACION,17,8/25/2017,USUYG1156895,"3,867",21.7,1356969354.0,81.0,910676.0,401420595.0,1,5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,17,Revenge,87,120026,True,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,emo
Revenge,XXXTENTACION,17,8/25/2017,USUYG1156895,"3,867",21.7,1356969354.0,81.0,910676.0,401420595.0,1,5SFTZsHW3HdCp9f1zbzitS,XXXTENTACION,Revenge,Revenge,57,120058,True,0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,4,emo
Girls,aespa,Girls - The 2nd Mini Album,7/8/2022,KRA302200097,"3,923",21.6,115406939.0,62.0,267348363.0,401260794.0,0,2WTHLEVjfefbGoW7F3dXIg,aespa,Girls - The 2nd Mini Album,Girls,78,240440,False,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,4,k-pop
Classic,MKTO,MKTO,1/1/2012,USSM11301446,"3,922",21.6,1350428257.0,78.0,343526777.0,3172500312.0,0,6FE2iI43OZnszFLuLtvvmg,MKTO,MKTO,Classic,82,175426,False,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4,rock
"Paint It, Black",The Rolling Stones,Forty Licks,7/26/2023,USA172010502,"3,911",21.6,1196773729.0,,,,0,3J5pA2wR1GJa17a8vHwW23,The Rolling Stones,Halloween Hits,"Paint It, Black",1,224133,False,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,british
"Paint It, Black",The Rolling Stones,Forty Licks,7/26/2023,USA172010502,"3,911",21.6,1196773729.0,,,,0,0rGKn11s2zrmePIA82ldEP,The Rolling Stones,Helloween Party,"Paint It, Black",1,224133,False,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,british
"Paint It, Black",The Rolling Stones,Forty Licks,7/26/2023,USA172010502,"3,911",21.6,1196773729.0,,,,0,63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,Aftermath,"Paint It, Black",80,202266,False,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4,british
Sunshine,OneRepublic,Sunshine,11/10/2021,USUM72100506,"3,898",21.6,426609723.0,73.0,21063557.0,85043400.0,0,0VBe5Wi5e0Gc3BD1MIos0i,OneRepublic,Sunny Mornings,Sunshine,1,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,piano
Sunshine,OneRepublic,Sunshine,11/10/2021,USUM72100506,"3,898",21.6,426609723.0,73.0,21063557.0,85043400.0,0,4Cp1G28atULvUeanW3vomY,OneRepublic,Arbeitsmusik Herbst/Winter 2022/2023,Sunshine,0,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,piano
Sunshine,OneRepublic,Sunshine,11/10/2021,USUM72100506,"3,898",21.6,426609723.0,73.0,21063557.0,85043400.0,0,5r43qanLhUCdBj8HN3fa6B,OneRepublic,Sunshine,Sunshine,83,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,piano
Sunshine,OneRepublic,Sunshine,11/10/2021,USUM72100506,"3,898",21.6,426609723.0,73.0,21063557.0,85043400.0,0,5u0SXop8q1ahuv5hKQ87Ks,OneRepublic,Autumn Vibes 2022,Sunshine,0,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,piano
Walk,Kodak Black,Walk/Spin,9/16/2022,USAT22214755,"3,903",21.6,62323136.0,54.0,34075392.0,25342217.0,1,41vUI66skZegzFHxwMkk8t,Kodak Black,Walk - Fresh Rap Flow,Walk,0,166039,True,0.817,0.512,8,-6.943,1,0.0984,0.037,0.0,0.216,0.17,130.04,4,hip-hop
Animals,Martin Garrix,Animals - Single,1/1/2013,NLZ541300467,"3,957",21.5,413855724.0,61.0,62878984.0,170836810.0,1,5q35GiekvBr6oAsCsW8YlR,Martin Garrix,Animals,Animals,56,303040,True,0.676,0.857,1,-6.7,1,0.0391,0.00149,0.674,0.307,0.0378,128.01,4,dance
Animals,Martin Garrix,Animals - Single,1/1/2013,NLZ541300467,"3,957",21.5,413855724.0,61.0,62878984.0,170836810.0,1,7vKfym6hgeJxxyyVpiXBBX,Martin Garrix,Animals,Animals,62,303040,True,0.676,0.858,1,-6.698,1,0.0391,0.00148,0.673,0.307,0.0371,128.011,4,edm
Jar of Hearts,Christina Perri,jar of hearts,7/27/2010,USAT21001508,"3,945",21.5,534874667.0,65.0,562197656.0,109689471.0,0,50nSJ4OU2clW8rUnVDEKrC,Christina Perri,Music for Rainy Days,Jar of Hearts,0,246587,False,0.373,0.348,3,-6.142,1,0.0314,0.728,0.0,0.12,0.0899,74.885,4,rock
I Won't Give Up,Jason Mraz,Chï¿½ï¿½rie Summer ,1/1/2012,USEE11100768,"3,925",21.5,850863163.0,62.0,21096118.0,77268402.0,0,5ivF4eQBqJiVL5IAE9jRyl,Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,69,240165,False,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,acoustic
I Won't Give Up,Jason Mraz,Chï¿½ï¿½rie Summer ,1/1/2012,USEE11100768,"3,925",21.5,850863163.0,62.0,21096118.0,77268402.0,0,05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,I Won't Give Up,66,240165,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,3,acoustic
I GUESS I'M IN LOVE,Clinton Kane,I GUESS I'M IN LOVE,8/20/2021,USSM12104467,"3,959",21.5,416972132.0,63.0,27881902.0,1003766991.0,0,1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,77,204093,False,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,4,singer-songwriter
I GUESS I'M IN LOVE,Clinton Kane,I GUESS I'M IN LOVE,8/20/2021,USSM12104467,"3,959",21.5,416972132.0,63.0,27881902.0,1003766991.0,0,1dB1kzLOjTcmSHttRd8bnV,Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,I GUESS I'M IN LOVE,67,204093,False,0.422,0.345,0,-6.365,1,0.0345,0.879,1.15e-05,0.149,0.224,78.293,4,singer-songwriter
